A,B,C,D,E1,E2,E3,F1,F2,F3,F4,G11,G12,G13,G14,G21,G22,G23,G24,G25,G26,G31,G32,G33,G34,G35,H,I,J
0.7,2.35,E,B,1393,9.5,11.49,A,0.5,0.56,3.01,20,6,8,24,1.7,0.22,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.1,2.44,E,B,1393,9.5,11.64,A,0.5,0.56,3.05,20,6,8,24,1.67,0.22,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.7,2.41,E,B,1393,6.9,11.83,A,0.5,0.57,3.09,20,6,8,24,1.65,0.21,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.8,2.49,E,B,1393,5,11.99,A,0.5,0.57,3.04,20,6,8,24,1.62,0.21,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.4,2.13,E,B,1393,9.7,12.15,A,0.5,0.58,3,20,6,8,24,1.6,0.21,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
0.8,1.9,E,B,1393,5.2,12.33,A,0.5,0.58,2.95,20,6,8,24,1.58,0.21,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.8,1.93,E,B,1393,8,12.5,A,0.5,0.59,2.91,20,6,8,24,1.56,0.2,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
0.4,1.58,E,B,1393,11,12.67,A,0.5,0.59,2.86,20,6,8,24,1.54,0.2,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
2.5,1.55,E,B,1393,11.5,12.85,A,0.5,0.6,2.77,20,6,8,24,1.52,0.2,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1,1.65,E,B,1393,9.8,13.1,A,0.5,0.79,2.68,20,6,8,24,1.51,0.2,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
0.9,1.48,E,B,1393,14,13.2,A,0.5,0.89,2.64,20,6,8,24,1.49,0.19,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.5,1.45,E,B,1393,11.5,13.35,A,0.5,0.98,2.59,20,6,8,24,1.48,0.19,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
1.4,1.52,E,B,1393,16.8,13.52,A,0.5,1.08,2.54,20,6,8,24,1.47,0.19,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
0.6,1.4,E,B,1393,11.9,13.72,A,0.5,1.27,2.45,20,6,8,24,1.45,0.19,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
0,1.59,E,B,1393,10.1,13.96,A,0.5,1.36,2.41,20,6,8,24,1.44,0.19,15.6,10993,0,35,296,0,0.97,0,11,A1,A,
0.1,1.46,E,B,1393,16.5,14.2,A,0.5,1.46,2.36,20,6,8,24,1.42,0.18,15.78,10993,0,35,296,0,0.97,0,11,A1,A,
1.8,1.25,E,B,1393,10.8,14.44,A,0.5,1.55,2.32,20,6,8,24,1.41,0.18,16.07,10993,0,35,296,0,0.97,0,11,A1,A,
1,1.04,E,B,1393,11.2,14.92,A,0.5,1.74,2.23,20,6,8,24,1.4,0.18,16.47,10993,0,35,296,0,0.97,0,11,A1,A,
0.8,1.14,E,B,1393,15.5,15.13,A,0.5,1.84,2.18,20,6,8,24,1.38,0.18,17.83,10993,0,35,296,0,0.97,0,11,A1,A,
0.4,1.07,E,B,1393,14.7,15.38,A,0.5,1.93,2.14,20,6,8,24,1.35,0.18,19.98,10993,0,35,296,0,0.97,0,11,A1,A,
0.5,1.22,E,B,1393,25.6,15.73,A,0.5,2.03,2.09,20,6,8,24,1.33,0.17,22.23,10993,0,35,296,0,0.97,0,11,A1,A,
1,1.19,A,B,1411,11.5,10.14,A,0.5,0.5,2.5,20,6,8,42,1.89,0.66,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.22400000000034
1.8,1.11,A,B,1411,2.7,10.19,A,0.5,0.5,2.54,20,6,8,42,1.88,0.66,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.647999999999769
2.5,1.35,B,B,1411,12.1,10.26,A,0.5,0.51,2.58,20,6,8,42,1.87,0.65,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.15199999999987
5.1,2.02,B,B,1411,9.7,10.34,A,0.5,0.51,2.62,20,6,8,42,1.86,0.65,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.72800000000045
1.7,2.31,E,B,1411,7.9,10.44,A,0.5,0.52,2.66,20,6,8,42,1.84,0.64,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.648
2.2,2.46,E,B,1411,-1.1,10.5,A,0.5,0.52,2.7,20,6,8,42,1.83,0.64,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.3599999999998
2.2,3.17,E,B,1411,1.4,10.66,A,0.5,0.53,2.78,20,6,8,42,1.81,0.63,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.935999999999737
3.9,3.27,E,B,1411,7,10.75,A,0.5,0.54,2.81,20,6,8,42,1.8,0.63,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.36800000000001
3.1,3.4,E,B,1411,4.7,10.87,A,0.5,0.54,2.85,20,6,8,42,1.79,0.62,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.65599999999998
3.3,3.42,E,B,1411,13.7,10.99,A,0.5,0.55,2.89,20,6,8,42,1.77,0.62,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.65599999999998
2,3.18,E,B,1411,6.8,11.15,A,0.5,0.55,2.93,20,6,8,42,1.75,0.61,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.72
3.7,3.28,E,B,1411,11.8,11.31,A,0.5,0.55,2.97,20,6,8,42,1.72,0.6,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.15199999999987
1.3,3.03,E,B,1411,9.5,11.49,A,0.5,0.56,3.01,20,6,8,42,1.7,0.59,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.504
2.9,3.02,E,B,1411,9.5,11.64,A,0.5,0.56,3.05,20,6,8,42,1.67,0.58,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.792000000000073
4,3.04,E,B,1411,6.9,11.83,A,0.5,0.57,3.09,20,6,8,42,1.65,0.58,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.22400000000034
2.5,3.19,E,B,1411,5,11.99,A,0.5,0.57,3.04,20,6,8,42,1.62,0.57,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.296
1.6,2.77,E,B,1411,9.7,12.15,A,0.5,0.58,3,20,6,8,42,1.6,0.56,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.008
1.6,2.63,E,B,1411,5.2,12.33,A,0.5,0.58,2.95,20,6,8,42,1.58,0.55,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.575999999999937
2.7,2.57,E,B,1411,8,12.5,A,0.5,0.59,2.91,20,6,8,42,1.56,0.54,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.29600000000018
2.7,2.36,E,B,1411,11,12.67,A,0.5,0.59,2.86,20,6,8,42,1.54,0.54,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.287999999999968
2.8,2.21,E,B,1411,11.5,12.85,A,0.5,0.6,2.77,20,6,8,42,1.52,0.53,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.80000000000028
1,2.21,E,B,1411,9.8,13.1,A,0.5,0.79,2.68,20,6,8,42,1.51,0.53,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.719999999999601
1.3,2.08,E,B,1411,14,13.2,A,0.5,0.89,2.64,20,6,8,42,1.49,0.52,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.647999999999769
1.8,2.13,E,B,1411,11.5,13.35,A,0.5,0.98,2.59,20,6,8,42,1.48,0.51,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.08000000000004
1.7,2.17,E,B,1411,16.8,13.52,A,0.5,1.08,2.54,20,6,8,42,1.47,0.51,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.00800000000021
0.8,2.11,E,B,1411,11.9,13.72,A,0.5,1.27,2.45,20,6,8,42,1.45,0.51,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.432000000000272
0.7,2.14,E,B,1411,10.1,13.96,A,0.5,1.36,2.41,20,6,8,42,1.44,0.5,5.82,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0
1.2,1.97,E,B,1411,16.5,14.2,A,0.5,1.46,2.36,20,6,8,42,1.42,0.5,5.89,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.0720000000004717
2.4,1.71,E,B,1411,10.8,14.44,A,0.5,1.55,2.32,20,6,8,42,1.41,0.49,5.99,10993,8.36,53,97.4,0,0.96,0,29,A1,B,1.29600000000018
1.2,1.56,E,B,1411,11.2,14.92,A,0.5,1.74,2.23,20,6,8,42,1.4,0.49,6.15,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.72000000000024
1.1,1.58,E,B,1411,15.5,15.13,A,0.5,1.84,2.18,20,6,8,42,1.38,0.48,6.65,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.575999999999937
1,1.51,E,B,1411,14.7,15.38,A,0.5,1.93,2.14,20,6,8,42,1.35,0.47,7.45,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.287999999999968
1.2,1.73,E,B,1411,25.6,15.73,A,0.5,2.03,2.09,20,6,8,42,1.33,0.46,8.3,10993,8.36,53,97.4,0,0.96,0,29,A1,B,0.3599999999998
2.2,2.08,A,B,1425,11.5,10.14,A,0.5,0.5,2.5,20,6,8,56,1.89,1.04,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.72000000000024
1.5,2.07,A,B,1425,2.7,10.19,A,0.5,0.5,2.54,20,6,8,56,1.88,1.03,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.29599999999954
1.5,2.3,B,B,1425,12.1,10.26,A,0.5,0.51,2.58,20,6,8,56,1.87,1.02,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.80000000000028
2.5,2.92,B,B,1425,9.7,10.34,A,0.5,0.51,2.62,20,6,8,56,1.86,1.02,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,3.67199999999976
4.5,3.2,E,B,1425,7.9,10.44,A,0.5,0.52,2.66,20,6,8,56,1.84,1.01,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.22400000000034
2.3,3.32,E,B,1425,-1.1,10.5,A,0.5,0.52,2.7,20,6,8,56,1.83,1,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.58399999999951
2.3,4.11,E,B,1425,1.4,10.66,A,0.5,0.53,2.78,20,6,8,56,1.81,0.99,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.58400000000015
3.4,4.27,E,B,1425,7,10.75,A,0.5,0.54,2.81,20,6,8,56,1.8,0.99,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,2.80800000000049
3.6,4.6,E,B,1425,4.7,10.87,A,0.5,0.54,2.85,20,6,8,56,1.79,0.98,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,2.23199999999991
3.7,4.67,E,B,1425,13.7,10.99,A,0.5,0.55,2.89,20,6,8,56,1.77,0.97,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,2.37600000000022
2.8,4.48,E,B,1425,6.8,11.15,A,0.5,0.55,2.93,20,6,8,56,1.75,0.96,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.43999999999984
2.6,4.56,E,B,1425,11.8,11.31,A,0.5,0.55,2.97,20,6,8,56,1.72,0.94,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,2.66400000000019
3.5,4.25,E,B,1425,9.5,11.49,A,0.5,0.56,3.01,20,6,8,56,1.7,0.93,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.935999999999737
1.3,4.35,E,B,1425,9.5,11.64,A,0.5,0.56,3.05,20,6,8,56,1.67,0.91,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,2.08800000000025
1.9,4.27,E,B,1425,6.9,11.83,A,0.5,0.57,3.09,20,6,8,56,1.65,0.9,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,2.88000000000032
3.9,4.46,E,B,1425,5,11.99,A,0.5,0.57,3.04,20,6,8,56,1.62,0.89,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.80000000000028
2.7,4.16,E,B,1425,9.7,12.15,A,0.5,0.58,3,20,6,8,56,1.6,0.88,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.15199999999987
1.9,4.04,E,B,1425,5.2,12.33,A,0.5,0.58,2.95,20,6,8,56,1.58,0.86,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.15199999999987
2.4,4.01,E,B,1425,8,12.5,A,0.5,0.59,2.91,20,6,8,56,1.56,0.85,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.504000000000104
0.7,3.7,E,B,1425,11,12.67,A,0.5,0.59,2.86,20,6,8,56,1.54,0.84,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.94399999999995
2.9,3.48,E,B,1425,11.5,12.85,A,0.5,0.6,2.77,20,6,8,56,1.52,0.83,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.29599999999954
1.7,3.58,E,B,1425,9.8,13.1,A,0.5,0.79,2.68,20,6,8,56,1.51,0.82,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.719999999999601
1.5,3.34,E,B,1425,14,13.2,A,0.5,0.89,2.64,20,6,8,56,1.49,0.82,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.936000000000377
1.2,3.46,E,B,1425,11.5,13.35,A,0.5,0.98,2.59,20,6,8,56,1.48,0.81,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,1.29600000000018
2.3,3.46,E,B,1425,16.8,13.52,A,0.5,1.08,2.54,20,6,8,56,1.47,0.8,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.504000000000104
0.7,3.27,E,B,1425,11.9,13.72,A,0.5,1.27,2.45,20,6,8,56,1.45,0.8,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.575999999999937
0.1,3.41,E,B,1425,10.1,13.96,A,0.5,1.36,2.41,20,6,8,56,1.44,0.79,3.71,10993,17.6,67,31,0,0.95,0,43,A1,C,0.504000000000104
1.1,2.92,E,B,1425,16.5,14.2,A,0.5,1.46,2.36,20,6,8,56,1.42,0.78,3.76,10993,17.6,67,31,0,0.95,0,43,A1,C,0.863999999999905
1.5,2.93,E,B,1425,10.8,14.44,A,0.5,1.55,2.32,20,6,8,56,1.41,0.77,3.83,10993,17.6,67,31,0,0.95,0,43,A1,C,1.00800000000021
1.2,2.53,E,B,1425,11.2,14.92,A,0.5,1.74,2.23,20,6,8,56,1.4,0.77,3.92,10993,17.6,67,31,0,0.95,0,43,A1,C,0.143999999999664
0.7,2.52,E,B,1425,15.5,15.13,A,0.5,1.84,2.18,20,6,8,56,1.38,0.75,4.25,10993,17.6,67,31,0,0.95,0,43,A1,C,0.791999999999433
0.7,2.43,E,B,1425,14.7,15.38,A,0.5,1.93,2.14,20,6,8,56,1.35,0.74,4.76,10993,17.6,67,31,0,0.95,0,43,A1,C,0.72000000000024
0.7,2.7,E,B,1425,25.6,15.73,A,0.5,2.03,2.09,20,6,8,56,1.33,0.73,5.29,10993,17.6,67,31,0,0.95,0,43,A1,C,0
2.5,1.83,A,B,1453,11.5,10.14,A,0.5,0.5,2.5,20,6,8,84,1.89,1.38,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.58400000000015
1.5,1.85,A,B,1453,2.7,10.19,A,0.5,0.5,2.54,20,6,8,84,1.88,1.37,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.08000000000004
1.5,2.07,B,B,1453,12.1,10.26,A,0.5,0.51,2.58,20,6,8,84,1.87,1.36,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.08000000000004
2.5,2.78,B,B,1453,9.7,10.34,A,0.5,0.51,2.62,20,6,8,84,1.86,1.35,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.80000000000028
5.1,3.22,E,B,1453,7.9,10.44,A,0.5,0.52,2.66,20,6,8,84,1.84,1.34,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,3.24000000000012
1.9,3.36,E,B,1453,-1.1,10.5,A,0.5,0.52,2.7,20,6,8,84,1.83,1.33,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.936000000000377
2.7,4.21,E,B,1453,1.4,10.66,A,0.5,0.53,2.78,20,6,8,84,1.81,1.32,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.65599999999998
2.7,4.37,E,B,1453,7,10.75,A,0.5,0.54,2.81,20,6,8,84,1.8,1.31,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.72800000000045
3.8,4.69,E,B,1453,4.7,10.87,A,0.5,0.54,2.85,20,6,8,84,1.79,1.3,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,2.23199999999991
4.2,4.87,E,B,1453,13.7,10.99,A,0.5,0.55,2.89,20,6,8,84,1.77,1.29,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.94399999999995
3,4.65,E,B,1453,6.8,11.15,A,0.5,0.55,2.93,20,6,8,84,1.75,1.27,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,2.01599999999978
2.2,4.67,E,B,1453,11.8,11.31,A,0.5,0.55,2.97,20,6,8,84,1.72,1.26,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.87200000000011
4,4.41,E,B,1453,9.5,11.49,A,0.5,0.56,3.01,20,6,8,84,1.7,1.24,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,2.51999999999988
2.2,4.36,E,B,1453,9.5,11.64,A,0.5,0.56,3.05,20,6,8,84,1.67,1.22,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.935999999999737
3.4,4.24,E,B,1453,6.9,11.83,A,0.5,0.57,3.09,20,6,8,84,1.65,1.2,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.36800000000001
5,4.53,E,B,1453,5,11.99,A,0.5,0.57,3.04,20,6,8,84,1.62,1.18,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,2.80799999999985
2.5,4.13,E,B,1453,9.7,12.15,A,0.5,0.58,3,20,6,8,84,1.6,1.17,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.94400000000059
2,4.01,E,B,1453,5.2,12.33,A,0.5,0.58,2.95,20,6,8,84,1.58,1.15,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.36800000000001
2.8,3.88,E,B,1453,8,12.5,A,0.5,0.59,2.91,20,6,8,84,1.56,1.14,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.72799999999981
1.6,3.61,E,B,1453,11,12.67,A,0.5,0.59,2.86,20,6,8,84,1.54,1.12,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.504000000000104
2.3,3.42,E,B,1453,11.5,12.85,A,0.5,0.6,2.77,20,6,8,84,1.52,1.1,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,2.08800000000025
2.4,3.46,E,B,1453,9.8,13.1,A,0.5,0.79,2.68,20,6,8,84,1.51,1.1,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.22399999999971
2.2,3.25,E,B,1453,14,13.2,A,0.5,0.89,2.64,20,6,8,84,1.49,1.09,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.08000000000004
1.9,3.29,E,B,1453,11.5,13.35,A,0.5,0.98,2.59,20,6,8,84,1.48,1.08,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.863999999999905
1.4,3.18,E,B,1453,16.8,13.52,A,0.5,1.08,2.54,20,6,8,84,1.47,1.07,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.65599999999998
1.4,2.98,E,B,1453,11.9,13.72,A,0.5,1.27,2.45,20,6,8,84,1.45,1.06,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.504000000000104
1.1,2.92,E,B,1453,10.1,13.96,A,0.5,1.36,2.41,20,6,8,84,1.44,1.05,2.79,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.0720000000004717
1,2.51,E,B,1453,16.5,14.2,A,0.5,1.46,2.36,20,6,8,84,1.42,1.04,2.82,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.792000000000073
1.9,2.28,E,B,1453,10.8,14.44,A,0.5,1.55,2.32,20,6,8,84,1.41,1.03,2.87,10993,36.98,95,23.5,0,1.04,0,71,A1,D,1.08000000000004
1.1,1.8,E,B,1453,11.2,14.92,A,0.5,1.74,2.23,20,6,8,84,1.4,1.02,2.94,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.864000000000544
0.8,1.77,E,B,1453,15.5,15.13,A,0.5,1.84,2.18,20,6,8,84,1.38,1,3.18,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.504000000000104
2.5,1.66,E,B,1453,14.7,15.38,A,0.5,1.93,2.14,20,6,8,84,1.35,0.99,3.57,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.503999999999465
1.8,1.94,E,B,1453,25.6,15.73,A,0.5,2.03,2.09,20,6,8,84,1.33,0.97,3.97,10993,36.98,95,23.5,0,1.04,0,71,A1,D,0.504000000000104
2.4,1.92,A,B,1467,11.5,10.14,A,0.5,0.5,2.5,20,6,8,98,1.89,1.89,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.80000000000028
2.6,1.83,A,B,1467,2.7,10.19,A,0.5,0.5,2.54,20,6,8,98,1.88,1.88,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.08000000000004
1.7,2.08,B,B,1467,12.1,10.26,A,0.5,0.51,2.58,20,6,8,98,1.87,1.87,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.08000000000004
2.5,2.78,B,B,1467,9.7,10.34,A,0.5,0.51,2.62,20,6,8,98,1.86,1.86,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.80000000000028
4.7,3.31,E,B,1467,7.9,10.44,A,0.5,0.52,2.66,20,6,8,98,1.84,1.84,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,3.67199999999976
2.5,3.52,E,B,1467,-1.1,10.5,A,0.5,0.52,2.7,20,6,8,98,1.83,1.83,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.36800000000001
2.8,4.4,E,B,1467,1.4,10.66,A,0.5,0.53,2.78,20,6,8,98,1.81,1.81,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.94399999999995
2.8,4.51,E,B,1467,7,10.75,A,0.5,0.54,2.81,20,6,8,98,1.8,1.8,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.94399999999995
4.6,4.79,E,B,1467,4.7,10.87,A,0.5,0.54,2.85,20,6,8,98,1.79,1.79,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,2.73600000000002
4.8,4.94,E,B,1467,13.7,10.99,A,0.5,0.55,2.89,20,6,8,98,1.77,1.77,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,3.02399999999999
3.8,4.6,E,B,1467,6.8,11.15,A,0.5,0.55,2.93,20,6,8,98,1.75,1.75,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,2.16000000000008
2.9,4.89,E,B,1467,11.8,11.31,A,0.5,0.55,2.97,20,6,8,98,1.72,1.72,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.58400000000015
4.5,4.54,E,B,1467,9.5,11.49,A,0.5,0.56,3.01,20,6,8,98,1.7,1.7,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,2.87999999999968
1.1,4.54,E,B,1467,9.5,11.64,A,0.5,0.56,3.05,20,6,8,98,1.67,1.67,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.58400000000015
3.2,4.45,E,B,1467,6.9,11.83,A,0.5,0.57,3.09,20,6,8,98,1.65,1.65,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,2.44800000000005
4.9,4.65,E,B,1467,5,11.99,A,0.5,0.57,3.04,20,6,8,98,1.62,1.62,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,3.59999999999992
1.7,4.24,E,B,1467,9.7,12.15,A,0.5,0.58,3,20,6,8,98,1.6,1.6,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.80000000000028
1.8,4.01,E,B,1467,5.2,12.33,A,0.5,0.58,2.95,20,6,8,98,1.58,1.58,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.43999999999984
2.5,3.86,E,B,1467,8,12.5,A,0.5,0.59,2.91,20,6,8,98,1.56,1.56,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,2.01599999999978
0.6,3.74,E,B,1467,11,12.67,A,0.5,0.59,2.86,20,6,8,98,1.54,1.54,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.15199999999987
3.1,3.57,E,B,1467,11.5,12.85,A,0.5,0.6,2.77,20,6,8,98,1.52,1.52,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.65599999999998
1.5,3.72,E,B,1467,9.8,13.1,A,0.5,0.79,2.68,20,6,8,98,1.51,1.51,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.72799999999981
2.8,3.5,E,B,1467,14,13.2,A,0.5,0.89,2.64,20,6,8,98,1.49,1.49,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.58400000000015
2.4,3.54,E,B,1467,11.5,13.35,A,0.5,0.98,2.59,20,6,8,98,1.48,1.48,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.36800000000001
2,3.4,E,B,1467,16.8,13.52,A,0.5,1.08,2.54,20,6,8,98,1.47,1.47,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.00800000000021
0.9,3.24,E,B,1467,11.9,13.72,A,0.5,1.27,2.45,20,6,8,98,1.45,1.45,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.00800000000021
1.5,3.18,E,B,1467,10.1,13.96,A,0.5,1.36,2.41,20,6,8,98,1.44,1.44,2.03,10993,40.88,109,1.5,0,1.08,0,85,A1,E,0.791999999999433
2.7,2.82,E,B,1467,16.5,14.2,A,0.5,1.46,2.36,20,6,8,98,1.42,1.42,2.06,10993,40.88,109,1.5,0,1.08,0,85,A1,E,0.72000000000024
2.2,2.56,E,B,1467,10.8,14.44,A,0.5,1.55,2.32,20,6,8,98,1.41,1.41,2.09,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.36800000000001
1.2,2.08,E,B,1467,11.2,14.92,A,0.5,1.74,2.23,20,6,8,98,1.4,1.4,2.14,10993,40.88,109,1.5,0,1.08,0,85,A1,E,0.792000000000073
1.2,2.05,E,B,1467,15.5,15.13,A,0.5,1.84,2.18,20,6,8,98,1.38,1.38,2.32,10993,40.88,109,1.5,0,1.08,0,85,A1,E,0.575999999999937
0.7,1.96,E,B,1467,14.7,15.38,A,0.5,1.93,2.14,20,6,8,98,1.35,1.35,2.6,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.79999999999964
1.2,2.08,E,B,1467,25.6,15.73,A,0.5,2.03,2.09,20,6,8,98,1.33,1.33,2.89,10993,40.88,109,1.5,0,1.08,0,85,A1,E,1.29600000000018
1.2,-0.58,A,A,1393,1.5,10.16,A,0.5,0.5,2.5,20,6,8,24,1.89,0.25,9.2,10993,0,35,296,0,0.97,0,11,A1,A,
