A,B,C,D,E1,E2,E3,F1,F2,F3,F4,G11,G12,G13,G14,G21,G22,G23,G24,G25,G26,G31,G32,G33,G34,G35,H,I,J
2.29,-3.28,E,A,2339,31.91,10.76,G,0.59,0.52,0.94,0,0,0,0,2.1,2.12,1.57,3435,11.4,147,,,,,,A2,F,1.46751999999992
4.09,-3.67,E,A,2339,38.91,10.57,G,0.6,0.52,0.94,0,0,0,0,2.14,2.16,1.9,3435,11.4,147,,,,,,A2,F,2.6182399999999
3.09,-3.58,E,A,2339,38.51,10.36,G,0.6,0.52,0.94,0,0,0,0,2.19,2.2,2.31,3435,11.4,147,,,,,,A2,F,1.97823999999969
3.98,-3.69,E,A,2339,42.22,10.11,G,0.6,0.51,0.94,0,0,0,0,2.24,2.26,2.76,3435,11.4,147,,,,,,A2,F,2.54592000000002
2.6,-3.89,E,A,2339,44.8,9.83,G,0.6,0.51,0.94,0,0,0,0,2.3,2.32,3.23,3435,11.4,147,,,,,,A2,F,1.66399999999953
2.32,-4.64,E,A,2339,45.08,9.52,G,0.6,0.51,0.94,0,0,0,0,2.38,2.39,3.77,3435,11.4,147,,,,,,A2,F,1.48607999999967
2.14,-4.6,E,A,2339,41.46,9.19,G,0.6,0.5,0.94,0,0,0,0,2.46,2.48,4.31,3435,11.4,147,,,,,,A2,F,1.36703999999952
0.58,1.86,D,B,2481,36,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.09,78.42,1718,1.5,10,,,,,,A3,A,
0.7,1.99,D,B,2481,36.7,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.09,78.42,1718,1.5,10,,,,,,A3,A,
0.84,2.21,C,B,2481,36.3,13.06,G,0.54,0.65,0.94,0,0,0,0,1.78,0.09,66.1,1718,1.5,10,,,,,,A3,A,
0.71,2.1,C,B,2481,37.8,13.05,G,0.54,0.64,0.94,0,0,0,0,1.79,0.09,54.09,1718,1.5,10,,,,,,A3,A,
1.02,2.13,D,B,2481,30.7,13.01,G,0.54,0.64,0.94,0,0,0,0,1.79,0.09,46.1,1718,1.5,10,,,,,,A3,A,
0.67,2.06,E,B,2481,29,12.94,G,0.54,0.64,0.94,0,0,0,0,1.8,0.09,37.75,1718,1.5,10,,,,,,A3,A,
0.96,2.02,E,B,2481,26,12.87,G,0.54,0.63,0.94,0,0,0,0,1.81,0.09,31.77,1718,1.5,10,,,,,,A3,A,
0.6,1.8,E,B,2481,29.5,12.74,G,0.55,0.63,0.94,0,0,0,0,1.83,0.09,25.42,1718,1.5,10,,,,,,A3,A,
0.91,1.81,E,B,2481,27.1,12.57,G,0.55,0.63,0.94,0,0,0,0,1.85,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.72,1.87,E,B,2481,29.1,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.84,2.01,E,B,2481,32.8,12.4,G,0.55,0.62,0.94,0,0,0,0,1.88,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.53,1.98,E,B,2481,34.8,12.31,G,0.55,0.61,0.94,0,0,0,0,1.89,0.1,22.92,1718,1.5,10,,,,,,A3,A,
1.04,1.94,E,B,2481,34.5,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.53,1.78,E,B,2481,39,12.12,G,0.56,0.6,0.94,0,0,0,0,1.92,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.64,1.79,E,B,2481,35.8,12.03,G,0.56,0.6,0.94,0,0,0,0,1.94,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.37,1.74,E,B,2481,30.9,11.94,G,0.56,0.59,0.94,0,0,0,0,1.95,0.1,22.92,1718,1.5,10,,,,,,A3,A,
1.33,1.71,E,B,2481,27.9,11.85,G,0.57,0.59,0.94,0,0,0,0,1.97,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.89,2.15,E,B,2481,31.8,11.76,G,0.57,0.58,0.94,0,0,0,0,1.98,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.93,1.82,E,B,2481,32.1,11.67,G,0.57,0.58,0.94,0,0,0,0,2,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.86,1.89,E,B,2481,28.3,11.58,G,0.57,0.57,0.94,0,0,0,0,2.01,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.65,1.93,E,B,2481,28.6,11.48,G,0.58,0.57,0.94,0,0,0,0,2.03,0.1,22.92,1718,1.5,10,,,,,,A3,A,
0.79,1.82,E,B,2481,28.4,11.39,G,0.58,0.56,0.94,0,0,0,0,2.05,0.11,22.92,1718,1.5,10,,,,,,A3,A,
0.71,1.95,E,B,2481,31.7,11.31,G,0.58,0.56,0.94,0,0,0,0,2.06,0.11,22.92,1718,1.5,10,,,,,,A3,A,
0.87,1.6,E,B,2481,34.8,11.23,G,0.58,0.55,0.94,0,0,0,0,2.08,0.11,22.92,1718,1.5,10,,,,,,A3,A,
0.62,1.47,E,B,2481,31.8,11.13,G,0.58,0.55,0.94,0,0,0,0,2.09,0.11,22.92,1718,1.5,10,,,,,,A3,A,
0.42,1.62,E,B,2481,36.6,11.04,G,0.59,0.54,0.94,0,0,0,0,2.11,0.11,22.92,1718,1.5,10,,,,,,A3,A,
0.32,1.38,E,B,2481,35.3,10.95,G,0.59,0.53,0.94,0,0,0,0,2.13,0.11,22.92,1718,1.5,10,,,,,,A3,A,
0.9,1.44,E,B,2481,33.5,10.86,G,0.59,0.53,0.94,0,0,0,0,2.15,0.11,23.46,1718,1.5,10,,,,,,A3,A,
0.27,1.48,E,B,2481,36.9,10.76,G,0.59,0.52,0.94,0,0,0,0,2.16,0.11,25.42,1718,1.5,10,,,,,,A3,A,
0.91,1.18,E,B,2481,35.7,10.57,G,0.6,0.52,0.94,0,0,0,0,2.2,0.11,31.77,1718,1.5,10,,,,,,A3,A,
0.25,0.89,E,B,2481,39.1,10.36,G,0.6,0.52,0.94,0,0,0,0,2.25,0.12,39.36,1718,1.5,10,,,,,,A3,A,
0.78,0.68,E,B,2481,32.3,10.11,G,0.6,0.51,0.94,0,0,0,0,2.3,0.12,48.73,1718,1.5,10,,,,,,A3,A,
0.2,0.74,E,B,2481,37.5,9.83,G,0.6,0.51,0.94,0,0,0,0,2.37,0.12,58.66,1718,1.5,10,,,,,,A3,A,
0.67,0.58,E,B,2481,37.3,9.52,G,0.6,0.51,0.94,0,0,0,0,2.45,0.13,67.98,1718,1.5,10,,,,,,A3,A,
0.37,0.51,E,B,2481,34.3,9.19,G,0.6,0.5,0.94,0,0,0,0,2.53,0.13,78.42,1718,1.5,10,,,,,,A3,A,
1.15,1.68,D,B,2493,36,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.32,22.41,1718,3.1,18,,,,,,A3,B,0.414947368421146
1.4,1.81,D,B,2493,36.7,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.32,22.41,1718,3.1,18,,,,,,A3,B,0.504000000000104
1.69,2.02,C,B,2493,36.3,13.06,G,0.54,0.65,0.94,0,0,0,0,1.78,0.32,18.89,1718,3.1,18,,,,,,A3,B,0.608210526315887
1.42,2.15,C,B,2493,37.8,13.05,G,0.54,0.64,0.94,0,0,0,0,1.79,0.32,15.46,1718,3.1,18,,,,,,A3,B,0.511578947368356
2.04,2.16,D,B,2493,30.7,13.01,G,0.54,0.64,0.94,0,0,0,0,1.79,0.32,13.17,1718,3.1,18,,,,,,A3,B,0.736105263157896
1.33,1.91,E,B,2493,29,12.94,G,0.54,0.64,0.94,0,0,0,0,1.8,0.32,10.79,1718,3.1,18,,,,,,A3,B,0.479368421052726
1.91,1.82,E,B,2493,26,12.87,G,0.54,0.63,0.94,0,0,0,0,1.81,0.33,9.08,1718,3.1,18,,,,,,A3,B,0.68778947368429
1.2,1.57,E,B,2493,29.5,12.74,G,0.55,0.63,0.94,0,0,0,0,1.83,0.33,7.26,1718,3.1,18,,,,,,A3,B,0.432947368421424
1.81,1.76,E,B,2493,27.1,12.57,G,0.55,0.63,0.94,0,0,0,0,1.85,0.33,6.55,1718,3.1,18,,,,,,A3,B,0.651789473684374
1.45,1.86,E,B,2493,29.1,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,0.34,6.55,1718,3.1,18,,,,,,A3,B,0.521052631579231
1.68,1.96,E,B,2493,32.8,12.4,G,0.55,0.62,0.94,0,0,0,0,1.88,0.34,6.55,1718,3.1,18,,,,,,A3,B,0.604421052631601
1.07,2.09,E,B,2493,34.8,12.31,G,0.55,0.61,0.94,0,0,0,0,1.89,0.34,6.55,1718,3.1,18,,,,,,A3,B,0.384631578947499
2.09,1.96,E,B,2493,34.5,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,0.34,6.55,1718,3.1,18,,,,,,A3,B,0.752210526315551
1.06,1.69,E,B,2493,39,12.12,G,0.56,0.6,0.94,0,0,0,0,1.92,0.35,6.55,1718,3.1,18,,,,,,A3,B,0.381789473684364
1.28,1.44,E,B,2493,35.8,12.03,G,0.56,0.6,0.94,0,0,0,0,1.94,0.35,6.55,1718,3.1,18,,,,,,A3,B,0.461368421052768
0.75,1.55,E,B,2493,30.9,11.94,G,0.56,0.59,0.94,0,0,0,0,1.95,0.35,6.55,1718,3.1,18,,,,,,A3,B,0.269052631578859
2.66,1.54,E,B,2493,27.9,11.85,G,0.57,0.59,0.94,0,0,0,0,1.97,0.35,6.55,1718,3.1,18,,,,,,A3,B,0.957789473684301
1.77,1.96,E,B,2493,31.8,11.76,G,0.57,0.58,0.94,0,0,0,0,1.98,0.36,6.55,1718,3.1,18,,,,,,A3,B,0.637578947368382
1.86,1.67,E,B,2493,32.1,11.67,G,0.57,0.58,0.94,0,0,0,0,2,0.36,6.55,1718,3.1,18,,,,,,A3,B,0.668842105263181
1.73,1.9,E,B,2493,28.3,11.58,G,0.57,0.57,0.94,0,0,0,0,2.01,0.36,6.55,1718,3.1,18,,,,,,A3,B,0.621473684210727
1.31,1.71,E,B,2493,28.6,11.48,G,0.58,0.57,0.94,0,0,0,0,2.03,0.37,6.55,1718,3.1,18,,,,,,A3,B,0.469894736842171
1.57,1.8,E,B,2493,28.4,11.39,G,0.58,0.56,0.94,0,0,0,0,2.05,0.37,6.55,1718,3.1,18,,,,,,A3,B,0.56557894736823
1.42,1.49,E,B,2493,31.7,11.31,G,0.58,0.56,0.94,0,0,0,0,2.06,0.37,6.55,1718,3.1,18,,,,,,A3,B,0.509684210526373
1.75,1.39,E,B,2493,34.8,11.23,G,0.58,0.55,0.94,0,0,0,0,2.08,0.37,6.55,1718,3.1,18,,,,,,A3,B,0.629052631578979
1.24,1.05,E,B,2493,31.8,11.13,G,0.58,0.55,0.94,0,0,0,0,2.09,0.38,6.55,1718,3.1,18,,,,,,A3,B,0.446210526315944
0.85,1.34,E,B,2493,36.6,11.04,G,0.59,0.54,0.94,0,0,0,0,2.11,0.38,6.55,1718,3.1,18,,,,,,A3,B,0.305052631579095
0.64,1.16,E,B,2493,35.3,10.95,G,0.59,0.53,0.94,0,0,0,0,2.13,0.38,6.55,1718,3.1,18,,,,,,A3,B,0.229263157894657
1.8,1.24,E,B,2493,33.5,10.86,G,0.59,0.53,0.94,0,0,0,0,2.15,0.39,6.7,1718,3.1,18,,,,,,A3,B,0.64894736842124
0.55,1.34,E,B,2493,36.9,10.76,G,0.59,0.52,0.94,0,0,0,0,2.16,0.39,7.26,1718,3.1,18,,,,,,A3,B,0.197052631579027
1.82,0.92,E,B,2493,35.7,10.57,G,0.6,0.52,0.94,0,0,0,0,2.2,0.4,9.08,1718,3.1,18,,,,,,A3,B,0.653684210526357
0.5,0.56,E,B,2493,39.1,10.36,G,0.6,0.52,0.94,0,0,0,0,2.25,0.41,11.25,1718,3.1,18,,,,,,A3,B,0.180947368421052
1.57,0.32,E,B,2493,32.3,10.11,G,0.6,0.51,0.94,0,0,0,0,2.3,0.42,13.92,1718,3.1,18,,,,,,A3,B,0.564631578947399
0.39,0.57,E,B,2493,37.5,9.83,G,0.6,0.51,0.94,0,0,0,0,2.37,0.43,16.76,1718,3.1,18,,,,,,A3,B,0.14115789473685
1.35,0.49,E,B,2493,37.3,9.52,G,0.6,0.51,0.94,0,0,0,0,2.45,0.44,19.42,1718,3.1,18,,,,,,A3,B,0.485052631578995
0.75,0.15,E,B,2493,34.3,9.19,G,0.6,0.5,0.94,0,0,0,0,2.53,0.46,22.41,1718,3.1,18,,,,,,A3,C,0.269052631578859
0.97,1.86,D,B,2500,36,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.63,11.48,1718,6.5,25,,,,,,A3,C,0.829894736842292
1.4,2.39,D,B,2500,36.7,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.63,11.48,1718,6.5,25,,,,,,A3,C,1.00800000000021
1.73,3.24,C,B,2500,36.3,13.06,G,0.54,0.65,0.94,0,0,0,0,1.78,0.63,9.67,1718,6.5,25,,,,,,A3,C,1.21642105263177
1.35,3.26,C,B,2500,37.8,13.05,G,0.54,0.64,0.94,0,0,0,0,1.79,0.63,7.92,1718,6.5,25,,,,,,A3,C,1.02315789473671
2.06,3.45,D,B,2500,30.7,13.01,G,0.54,0.64,0.94,0,0,0,0,1.79,0.63,6.75,1718,6.5,25,,,,,,A3,C,1.47221052631579
1.22,3.02,E,B,2500,29,12.94,G,0.54,0.64,0.94,0,0,0,0,1.8,0.63,5.52,1718,6.5,25,,,,,,A3,C,0.958736842105452
1.87,2.88,E,B,2500,26,12.87,G,0.54,0.63,0.94,0,0,0,0,1.81,0.64,4.65,1718,6.5,25,,,,,,A3,C,1.37557894736858
1.37,2.55,E,B,2500,29.5,12.74,G,0.55,0.63,0.94,0,0,0,0,1.83,0.64,3.72,1718,6.5,25,,,,,,A3,C,0.865894736842847
1.77,2.92,E,B,2500,27.1,12.57,G,0.55,0.63,0.94,0,0,0,0,1.85,0.65,3.35,1718,6.5,25,,,,,,A3,C,1.30357894736875
1.63,3.13,E,B,2500,29.1,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,0.66,3.35,1718,6.5,25,,,,,,A3,C,1.04210526315846
1.75,3.4,E,B,2500,32.8,12.4,G,0.55,0.62,0.94,0,0,0,0,1.88,0.66,3.35,1718,6.5,25,,,,,,A3,C,1.2088421052632
1.18,3.4,E,B,2500,34.8,12.31,G,0.55,0.61,0.94,0,0,0,0,1.89,0.67,3.35,1718,6.5,25,,,,,,A3,C,0.769263157894997
2.13,3.25,E,B,2500,34.5,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,0.67,3.35,1718,6.5,25,,,,,,A3,C,1.5044210526311
1.37,2.98,E,B,2500,39,12.12,G,0.56,0.6,0.94,0,0,0,0,1.92,0.68,3.35,1718,6.5,25,,,,,,A3,C,0.763578947368728
1.52,2.87,E,B,2500,35.8,12.03,G,0.56,0.6,0.94,0,0,0,0,1.94,0.68,3.35,1718,6.5,25,,,,,,A3,C,0.922736842105536
0.93,2.55,E,B,2500,30.9,11.94,G,0.56,0.59,0.94,0,0,0,0,1.95,0.69,3.35,1718,6.5,25,,,,,,A3,C,0.538105263157718
2.97,2.59,E,B,2500,27.9,11.85,G,0.57,0.59,0.94,0,0,0,0,1.97,0.69,3.35,1718,6.5,25,,,,,,A3,C,1.9155789473686
2.05,3.11,E,B,2500,31.8,11.76,G,0.57,0.58,0.94,0,0,0,0,1.98,0.7,3.35,1718,6.5,25,,,,,,A3,C,1.27515789473676
2.01,2.88,E,B,2500,32.1,11.67,G,0.57,0.58,0.94,0,0,0,0,2,0.7,3.35,1718,6.5,25,,,,,,A3,C,1.33768421052636
1.98,3.22,E,B,2500,28.3,11.58,G,0.57,0.57,0.94,0,0,0,0,2.01,0.71,3.35,1718,6.5,25,,,,,,A3,C,1.24294736842145
1.64,3.01,E,B,2500,28.6,11.48,G,0.58,0.57,0.94,0,0,0,0,2.03,0.71,3.35,1718,6.5,25,,,,,,A3,C,0.939789473684343
1.85,3.04,E,B,2500,28.4,11.39,G,0.58,0.56,0.94,0,0,0,0,2.05,0.72,3.35,1718,6.5,25,,,,,,A3,C,1.13115789473646
1.71,2.62,E,B,2500,31.7,11.31,G,0.58,0.56,0.94,0,0,0,0,2.06,0.72,3.35,1718,6.5,25,,,,,,A3,C,1.01936842105275
1.93,2.4,E,B,2500,34.8,11.23,G,0.58,0.55,0.94,0,0,0,0,2.08,0.73,3.35,1718,6.5,25,,,,,,A3,C,1.25810526315796
1.63,2.05,E,B,2500,31.8,11.13,G,0.58,0.55,0.94,0,0,0,0,2.09,0.74,3.35,1718,6.5,25,,,,,,A3,C,0.892421052631889
1.03,2.27,E,B,2500,36.6,11.04,G,0.59,0.54,0.94,0,0,0,0,2.11,0.74,3.35,1718,6.5,25,,,,,,A3,C,0.610105263158189
0.86,2.21,E,B,2500,35.3,10.95,G,0.59,0.53,0.94,0,0,0,0,2.13,0.75,3.35,1718,6.5,25,,,,,,A3,C,0.458526315789314
1.97,2.46,E,B,2500,33.5,10.86,G,0.59,0.53,0.94,0,0,0,0,2.15,0.76,3.43,1718,6.5,25,,,,,,A3,C,1.29789473684248
0.73,2.74,E,B,2500,36.9,10.76,G,0.59,0.52,0.94,0,0,0,0,2.16,0.76,3.72,1718,6.5,25,,,,,,A3,C,0.394105263158053
2.11,2.21,E,B,2500,35.7,10.57,G,0.6,0.52,0.94,0,0,0,0,2.2,0.78,4.65,1718,6.5,25,,,,,,A3,C,1.30736842105271
0.67,1.53,E,B,2500,39.1,10.36,G,0.6,0.52,0.94,0,0,0,0,2.25,0.79,5.76,1718,6.5,25,,,,,,A3,C,0.361894736842103
1.68,1.11,E,B,2500,32.3,10.11,G,0.6,0.51,0.94,0,0,0,0,2.3,0.81,7.13,1718,6.5,25,,,,,,A3,C,1.1292631578948
0.59,1.41,E,B,2500,37.5,9.83,G,0.6,0.51,0.94,0,0,0,0,2.37,0.83,8.58,1718,6.5,25,,,,,,A3,C,0.282315789473699
1.53,1.19,E,B,2500,37.3,9.52,G,0.6,0.51,0.94,0,0,0,0,2.45,0.86,9.95,1718,6.5,25,,,,,,A3,C,0.97010526315799
0.93,0.73,E,B,2500,34.3,9.19,G,0.6,0.5,0.94,0,0,0,0,2.53,0.89,11.48,1718,6.5,25,,,,,,A3,C,0.538105263157718
0.78,1.82,D,B,2507,36,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.94,7.71,1718,8.4,32,,,,,,A3,D,0.697263157895165
1.4,1.82,D,B,2507,36.7,13,G,0.54,0.65,0.94,0,0,0,0,1.79,0.94,7.71,1718,8.4,32,,,,,,A3,D,1.00800000000021
1.76,1.83,C,B,2507,36.3,13.06,G,0.54,0.65,0.94,0,0,0,0,1.78,0.93,6.5,1718,8.4,32,,,,,,A3,D,1.24294736842081
1.27,2.15,C,B,2507,37.8,13.05,G,0.54,0.64,0.94,0,0,0,0,1.79,0.93,5.32,1718,8.4,32,,,,,,A3,D,0.97010526315799
2.08,2.27,D,B,2507,30.7,13.01,G,0.54,0.64,0.94,0,0,0,0,1.79,0.94,4.53,1718,8.4,32,,,,,,A3,D,1.48547368420999
1.11,1.8,E,B,2507,29,12.94,G,0.54,0.64,0.94,0,0,0,0,1.8,0.94,3.71,1718,8.4,32,,,,,,A3,D,0.879157894737048
1.84,2.04,E,B,2507,26,12.87,G,0.54,0.63,0.94,0,0,0,0,1.81,0.95,3.12,1718,8.4,32,,,,,,A3,D,1.3490526315789
1.53,2.1,E,B,2507,29.5,12.74,G,0.55,0.63,0.94,0,0,0,0,1.83,0.96,2.5,1718,8.4,32,,,,,,A3,D,0.985263157895133
1.74,2.16,E,B,2507,27.1,12.57,G,0.55,0.63,0.94,0,0,0,0,1.85,0.97,2.25,1718,8.4,32,,,,,,A3,D,1.27705263157907
1.82,2.17,E,B,2507,29.1,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,0.98,2.25,1718,8.4,32,,,,,,A3,D,1.17473684210559
1.83,2.26,E,B,2507,32.8,12.4,G,0.55,0.62,0.94,0,0,0,0,1.88,0.98,2.25,1718,8.4,32,,,,,,A3,D,1.26189473684192
1.29,2.26,E,B,2507,34.8,12.31,G,0.55,0.61,0.94,0,0,0,0,1.89,0.99,2.25,1718,8.4,32,,,,,,A3,D,0.848842105263401
2.16,2.29,E,B,2507,34.5,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,1,2.25,1718,8.4,32,,,,,,A3,D,1.53094736842078
1.69,2.22,E,B,2507,39,12.12,G,0.56,0.6,0.94,0,0,0,0,1.92,1.01,2.25,1718,8.4,32,,,,,,A3,D,0.989052631579099
1.76,2.22,E,B,2507,35.8,12.03,G,0.56,0.6,0.94,0,0,0,0,1.94,1.01,2.25,1718,8.4,32,,,,,,A3,D,1.09515789473654
1.12,2.15,E,B,2507,30.9,11.94,G,0.56,0.59,0.94,0,0,0,0,1.95,1.02,2.25,1718,8.4,32,,,,,,A3,D,0.670736842104844
3.29,2.17,E,B,2507,27.9,11.85,G,0.57,0.59,0.94,0,0,0,0,1.97,1.03,2.25,1718,8.4,32,,,,,,A3,D,2.14105263157897
2.32,2.49,E,B,2507,31.8,11.76,G,0.57,0.58,0.94,0,0,0,0,1.98,1.04,2.25,1718,8.4,32,,,,,,A3,D,1.47410526315809
2.15,2.1,E,B,2507,32.1,11.67,G,0.57,0.58,0.94,0,0,0,0,2,1.05,2.25,1718,8.4,32,,,,,,A3,D,1.44378947368445
2.24,2.45,E,B,2507,28.3,11.58,G,0.57,0.57,0.94,0,0,0,0,2.01,1.05,2.25,1718,8.4,32,,,,,,A3,D,1.4286315789473
1.97,2.14,E,B,2507,28.6,11.48,G,0.58,0.57,0.94,0,0,0,0,2.03,1.06,2.25,1718,8.4,32,,,,,,A3,D,1.17852631578955
2.12,2.22,E,B,2507,28.4,11.39,G,0.58,0.56,0.94,0,0,0,0,2.05,1.07,2.25,1718,8.4,32,,,,,,A3,D,1.33010526315779
2.01,2.05,E,B,2507,31.7,11.31,G,0.58,0.56,0.94,0,0,0,0,2.06,1.08,2.25,1718,8.4,32,,,,,,A3,D,1.23157894736828
2.12,1.97,E,B,2507,34.8,11.23,G,0.58,0.55,0.94,0,0,0,0,2.08,1.09,2.25,1718,8.4,32,,,,,,A3,D,1.39073684210508
2.01,1.88,E,B,2507,31.8,11.13,G,0.58,0.55,0.94,0,0,0,0,2.09,1.1,2.25,1718,8.4,32,,,,,,A3,D,1.17094736842162
1.22,1.89,E,B,2507,36.6,11.04,G,0.59,0.54,0.94,0,0,0,0,2.11,1.1,2.25,1718,8.4,32,,,,,,A3,D,0.742736842105316
1.08,1.58,E,B,2507,35.3,10.95,G,0.59,0.53,0.94,0,0,0,0,2.13,1.11,2.25,1718,8.4,32,,,,,,A3,D,0.617684210526122
2.13,1.56,E,B,2507,33.5,10.86,G,0.59,0.53,0.94,0,0,0,0,2.15,1.12,2.31,1718,8.4,32,,,,,,A3,D,1.41726315789477
0.92,1.6,E,B,2507,36.9,10.76,G,0.59,0.52,0.94,0,0,0,0,2.16,1.13,2.5,1718,8.4,32,,,,,,A3,D,0.52673684210518
2.41,1.24,E,B,2507,35.7,10.57,G,0.6,0.52,0.94,0,0,0,0,2.2,1.15,3.12,1718,8.4,32,,,,,,A3,D,1.51957894736825
0.83,0.92,E,B,2507,39.1,10.36,G,0.6,0.52,0.94,0,0,0,0,2.25,1.18,3.87,1718,8.4,32,,,,,,A3,D,0.481263157894389
1.79,0.86,E,B,2507,32.3,10.11,G,0.6,0.51,0.94,0,0,0,0,2.3,1.21,4.79,1718,8.4,32,,,,,,A3,D,1.2088421052632
0.8,0.75,E,B,2507,37.5,9.83,G,0.6,0.51,0.94,0,0,0,0,2.37,1.24,5.77,1718,8.4,32,,,,,,A3,D,0.428210526316306
1.72,0.51,E,B,2507,37.3,9.52,G,0.6,0.51,0.94,0,0,0,0,2.45,1.28,6.69,1718,8.4,32,,,,,,A3,D,1.10273684210512
1.12,0.43,E,B,2507,34.3,9.19,G,0.6,0.5,0.94,0,0,0,0,2.53,1.33,7.71,1718,8.4,32,,,,,,A3,E,0.670736842104844
3.4,2.36,D,B,2521,36,13,G,0.54,0.65,0.94,0,0,0,0,1.79,1.25,5.81,1718,10.4,46,,,,,,A3,E,0.564631578947399
2.5,2.38,D,B,2521,36.7,13,G,0.54,0.65,0.94,0,0,0,0,1.79,1.25,5.81,1718,10.4,46,,,,,,A3,E,1.00800000000021
3.7,2.42,C,B,2521,36.3,13.06,G,0.54,0.65,0.94,0,0,0,0,1.78,1.24,4.9,1718,10.4,46,,,,,,A3,E,1.2694736842105
3.1,2.14,C,B,2521,37.8,13.05,G,0.54,0.64,0.94,0,0,0,0,1.79,1.24,4.01,1718,10.4,46,,,,,,A3,E,0.917052631578628
3.6,2.36,D,B,2521,30.7,13.01,G,0.54,0.64,0.94,0,0,0,0,1.79,1.25,3.41,1718,10.4,46,,,,,,A3,E,1.49873684210483
2.4,2.44,E,B,2521,29,12.94,G,0.54,0.64,0.94,0,0,0,0,1.8,1.25,2.8,1718,10.4,46,,,,,,A3,E,0.799578947368644
3.5,2.68,E,B,2521,26,12.87,G,0.54,0.63,0.94,0,0,0,0,1.81,1.26,2.35,1718,10.4,46,,,,,,A3,E,1.32252631578986
2,2.95,E,B,2521,29.5,12.74,G,0.55,0.63,0.94,0,0,0,0,1.83,1.27,1.88,1718,10.4,46,,,,,,A3,E,1.10463157894806
2.7,3.19,E,B,2521,27.1,12.57,G,0.55,0.63,0.94,0,0,0,0,1.85,1.29,1.7,1718,10.4,46,,,,,,A3,E,1.25052631579003
2.6,3.03,E,B,2521,29.1,12.48,G,0.55,0.62,0.94,0,0,0,0,1.87,1.3,1.7,1718,10.4,46,,,,,,A3,E,1.30736842105335
3.5,3.11,E,B,2521,32.8,12.4,G,0.55,0.62,0.94,0,0,0,0,1.88,1.31,1.7,1718,10.4,46,,,,,,A3,E,1.31494736842129
3.2,3.18,E,B,2521,34.8,12.31,G,0.55,0.61,0.94,0,0,0,0,1.89,1.32,1.7,1718,10.4,46,,,,,,A3,E,0.928421052631805
4.3,2.96,E,B,2521,34.5,12.22,G,0.56,0.61,0.94,0,0,0,0,1.91,1.33,1.7,1718,10.4,46,,,,,,A3,E,1.55747368420982
1.7,3.15,E,B,2521,39,12.12,G,0.56,0.6,0.94,0,0,0,0,1.92,1.34,1.7,1718,10.4,46,,,,,,A3,E,1.21452631579011
2.8,3.2,E,B,2521,35.8,12.03,G,0.56,0.6,0.94,0,0,0,0,1.94,1.35,1.7,1718,10.4,46,,,,,,A3,E,1.26757894736819
2.9,3.12,E,B,2521,30.9,11.94,G,0.56,0.59,0.94,0,0,0,0,1.95,1.36,1.7,1718,10.4,46,,,,,,A3,E,0.80336842105261
3.8,3.12,E,B,2521,27.9,11.85,G,0.57,0.59,0.94,0,0,0,0,1.97,1.37,1.7,1718,10.4,46,,,,,,A3,E,2.36652631578998
3.2,3.35,E,B,2521,31.8,11.76,G,0.57,0.58,0.94,0,0,0,0,1.98,1.38,1.7,1718,10.4,46,,,,,,A3,E,1.67305263157878
3.8,3.02,E,B,2521,32.1,11.67,G,0.57,0.58,0.94,0,0,0,0,2,1.39,1.7,1718,10.4,46,,,,,,A3,E,1.54989473684189
3.5,2.95,E,B,2521,28.3,11.58,G,0.57,0.57,0.94,0,0,0,0,2.01,1.4,1.7,1718,10.4,46,,,,,,A3,E,1.61431578947379
2.9,2.86,E,B,2521,28.6,11.48,G,0.58,0.57,0.94,0,0,0,0,2.03,1.41,1.7,1718,10.4,46,,,,,,A3,E,1.41726315789477
3.6,3.15,E,B,2521,28.4,11.39,G,0.58,0.56,0.94,0,0,0,0,2.05,1.42,1.7,1718,10.4,46,,,,,,A3,E,1.52905263157848
